age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income>50K
15,5,2,9,12,4,5,3,0,0,0,0,12,0,0
8,0,3,15,9,0,5,0,0,0,0,0,12,0,0
5,1,3,9,12,0,4,0,0,0,0,0,12,0,1
1,0,3,11,8,2,2,1,0,0,0,0,7,0,0
11,0,6,1,6,1,8,5,0,0,0,0,12,0,0
3,0,2,15,9,2,3,3,0,0,0,0,11,0,0
16,4,3,15,9,4,4,3,0,0,0,0,12,0,0
11,3,0,9,12,1,5,5,0,0,0,0,15,0,1
16,0,1,11,8,0,8,0,0,0,0,0,12,0,0
6,0,3,8,10,2,8,1,0,0,0,0,10,12,0
9,0,6,11,8,0,10,0,0,0,0,0,12,0,0
8,0,1,11,8,2,8,5,0,0,0,0,12,0,0
1,3,4,15,9,2,0,1,0,0,0,0,7,0,0
9,0,3,12,13,0,8,0,0,0,0,0,15,0,1
13,0,6,6,4,4,3,5,4,0,0,0,7,0,0
10,0,7,15,9,1,8,3,0,0,0,0,12,0,0
1,0,3,15,9,2,2,1,0,0,0,0,3,0,0
7,0,3,15,9,1,3,5,4,0,0,0,11,0,0
4,0,0,8,10,2,2,3,0,0,0,0,10,0,0
1,0,3,11,8,2,3,1,0,0,0,0,11,0,0
17,0,2,9,12,4,0,5,0,0,0,0,1,0,0
10,0,4,11,8,1,8,1,0,0,0,0,12,0,0
9,0,1,11,8,1,5,3,0,0,0,0,14,0,0
4,0,1,15,9,2,4,3,0,0,0,0,12,0,0
6,0,3,1,6,3,3,1,0,0,0,0,6,0,0
12,1,2,8,10,1,0,4,4,0,0,0,2,0,0
7,0,1,5,3,2,7,1,0,0,0,0,9,0,0
4,0,5,15,9,2,4,3,0,0,0,0,10,0,0
8,5,0,15,9,1,12,5,2,0,0,0,12,0,1
15,0,4,15,9,3,0,5,4,0,0,0,11,0,0
7,1,6,9,12,0,4,0,0,0,0,0,12,0,0
12,0,2,11,8,1,8,5,0,0,0,0,14,0,0
18,0,4,11,8,4,1,3,0,0,0,0,12,0,0
7,0,4,15,9,3,2,5,0,0,0,0,12,0,0
10,4,2,15,9,0,8,0,0,0,0,12,12,0,1
19,0,3,15,9,1,3,3,0,0,0,0,6,0,0
4,0,4,7,11,2,5,3,0,0,2,0,12,0,1
0,0,2,11,8,2,3,1,0,0,0,0,8,0,0
4,0,4,15,9,2,2,5,0,0,0,0,2,0,0
11,0,4,6,4,1,7,5,0,0,0,0,12,12,0
6,1,4,1,6,0,3,0,0,0,0,0,9,0,0
10,0,5,11,8,1,8,5,0,0,0,0,12,0,0
14,4,3,15,9,4,8,5,0,0,0,0,12,20,0
6,0,3,2,7,2,3,1,0,0,0,0,10,0,0
6,0,1,11,8,2,2,5,4,0,0,0,12,0,0
3,4,2,11,8,2,8,3,0,0,0,0,12,0,0
11,4,6,15,9,1,0,3,0,0,0,0,12,0,0
16,0,4,9,12,1,11,3,0,0,0,0,3,41,0
3,0,3,9,12,2,5,3,4,0,0,0,14,0,0
13,0,3,2,7,1,10,3,0,0,0,0,12,0,0
8,8,10,15,9,0,14,0,0,0,0,0,12,0,0
10,2,3,8,10,1,3,5,0,0,0,0,9,0,0
6,1,6,15,9,3,2,5,0,0,0,0,12,0,0
12,0,2,9,12,1,3,3,0,0,0,0,15,0,0
4,0,3,9,12,2,5,5,3,0,0,0,10,0,0
6,0,0,9,12,5,8,3,0,0,0,0,7,0,0
13,0,4,11,8,1,8,3,0,0,0,0,13,0,0
16,3,0,11,8,0,3,0,0,0,0,0,12,0,1
1,0,3,11,8,2,3,1,0,0,0,0,9,0,0
4,0,2,9,12,0,5,0,0,0,0,12,7,0,1
4,0,1,11,8,5,2,3,1,0,0,0,12,15,0
12,1,4,7,11,2,3,3,0,0,0,9,1,0,0
6,0,3,15,9,1,4,5,4,0,0,0,12,0,0
6,0,3,15,9,1,8,5,0,0,0,0,12,0,0
21,8,6,15,9,4,14,3,0,0,0,0,2,0,0
6,4,1,11,8,1,8,5,0,0,0,0,12,0,0
6,0,3,11,8,0,3,2,0,0,0,0,12,0,0
9,0,5,11,8,1,8,5,0,0,1,0,13,0,0
2,0,3,11,8,2,3,3,0,0,0,0,12,0,0
0,2,2,11,8,2,2,5,1,0,0,0,9,7,0
8,0,1,14,14,0,5,0,0,0,0,0,12,0,0
13,0,4,11,8,1,8,5,0,0,0,11,11,0,0
7,4,5,11,8,1,8,5,0,0,0,0,12,0,0
1,8,2,15,9,2,14,1,0,0,0,0,6,0,0
0,0,2,1,6,2,10,1,0,0,0,0,4,0,0
4,0,2,11,8,2,8,3,0,0,0,0,12,0,0
10,0,2,11,8,1,6,4,0,0,0,0,12,0,0
0,0,8,11,8,2,7,4,0,0,0,0,12,0,0
7,0,4,2,7,3,11,5,4,0,0,0,12,0,0
7,8,6,11,8,1,14,3,0,0,0,0,9,0,0
3,0,4,7,11,2,5,1,0,0,0,0,11,0,0
7,0,2,15,9,0,8,0,0,0,0,0,12,0,0
4,4,3,9,12,2,10,3,0,0,0,0,12,0,0
15,0,6,1,6,4,7,3,0,0,0,0,12,0,0
14,0,3,15,9,1,8,3,0,0,0,0,12,0,0
3,5,2,9,12,2,5,3,0,0,0,0,12,0,0
8,0,3,11,8,2,2,1,0,0,0,0,11,0,0
4,0,2,11,8,1,8,5,0,0,0,0,14,0,0
15,0,4,11,8,2,2,4,4,0,0,0,10,0,0
2,0,4,15,9,2,8,1,0,0,0,0,7,0,0
15,8,7,9,12,4,14,5,0,0,8,0,15,0,1
0,8,8,0,5,2,14,1,0,0,0,0,6,0,0
14,0,3,11,8,4,8,4,0,0,0,0,12,0,0
4,0,2,8,10,2,2,3,4,0,0,0,15,0,0
12,0,4,11,8,2,2,1,0,0,0,0,12,4,0
24,8,3,11,8,1,14,3,0,0,0,0,10,0,0
1,0,4,15,9,2,3,1,0,0,0,0,6,0,0
8,0,3,8,10,1,8,5,0,0,0,0,15,0,0
15,1,5,12,13,4,2,3,0,0,0,0,4,0,0
5,0,2,9,12,2,3,3,0,0,0,0,14,0,0
5,0,0,11,8,0,7,0,0,0,0,0,11,0,0
12,0,0,9,12,1,0,3,0,0,0,0,14,0,0
15,0,4,7,11,1,8,3,4,0,0,0,12,0,0
1,0,3,11,8,2,8,3,0,0,0,0,12,0,0
6,0,4,11,8,2,8,3,0,0,0,0,12,0,0
3,0,6,15,9,2,3,3,1,0,0,0,15,27,0
8,1,3,11,8,0,9,0,0,0,0,0,15,0,0
5,0,3,11,8,2,3,5,4,0,0,0,18,0,0
10,0,3,5,3,2,7,5,0,0,0,0,13,0,0
1,0,1,15,9,3,3,5,0,0,0,0,7,0,0
9,0,10,15,9,1,8,5,0,0,0,0,12,0,0
1,0,6,11,8,2,2,1,0,0,0,0,5,0,0
4,0,6,8,10,2,5,3,0,0,1,0,12,0,0
13,0,2,11,8,0,2,0,0,0,0,10,12,16,0
9,0,2,15,9,2,4,3,0,0,0,15,12,0,1
0,0,3,1,6,2,12,1,0,0,0,0,9,0,0
6,0,3,15,9,2,8,3,0,0,0,0,19,0,0
15,0,1,11,8,4,2,5,0,0,0,0,12,4,0
13,0,6,15,9,1,2,5,0,0,0,0,17,0,0
2,0,1,15,9,2,5,3,0,0,0,0,10,0,0
2,0,7,15,9,2,2,1,0,0,0,0,6,0,0
9,0,4,11,8,1,1,5,0,0,0,0,12,0,0
5,0,1,7,11,1,0,3,0,0,0,0,13,0,0
1,5,1,15,9,2,8,1,0,0,0,0,6,0,0
5,0,1,15,9,2,7,3,0,0,0,0,15,0,0
5,5,5,7,11,2,8,1,4,0,0,0,14,0,0
6,0,3,11,8,3,8,1,0,0,0,0,12,0,0
12,1,1,11,8,3,2,5,0,0,0,0,14,0,0
11,0,7,12,13,1,5,5,0,0,0,0,12,0,0
6,0,10,15,9,2,2,5,4,0,0,0,12,0,0
2,0,4,9,12,2,3,1,0,0,0,0,4,0,0
1,0,4,15,9,2,8,1,0,0,0,0,2,0,0
19,0,7,11,8,4,6,4,0,0,0,0,2,0,0
4,8,3,4,2,0,14,0,0,0,0,0,12,20,0
13,0,5,9,12,1,0,3,0,0,0,0,12,0,0
7,1,4,11,8,2,2,3,0,0,0,0,12,0,0
1,0,4,15,9,2,4,1,0,0,0,0,8,0,0
1,0,7,15,9,2,3,1,0,0,0,0,6,0,0
8,0,1,9,12,2,8,3,0,0,0,0,15,0,0
10,0,2,9,12,1,5,5,0,0,0,0,13,0,1
1,0,2,8,10,2,2,1,0,0,0,0,11,0,0
11,4,2,9,12,2,5,3,0,0,0,0,12,0,1
12,1,3,15,9,0,4,0,0,0,0,0,9,0,0
3,0,7,15,9,2,2,3,0,0,0,0,12,0,0
6,4,3,11,8,2,5,5,4,0,0,0,10,0,0
1,8,3,11,8,2,14,1,3,0,0,0,14,0,0
4,8,3,11,8,3,14,4,0,0,0,0,12,0,0
14,0,2,7,11,1,4,5,0,0,0,0,17,0,1
19,0,3,11,8,4,8,3,0,0,0,14,9,0,0
1,0,4,15,9,2,8,1,0,0,0,0,12,0,0
1,5,3,15,9,2,8,1,0,0,0,0,10,0,0
17,0,5,11,8,4,8,3,0,0,0,0,11,0,0
12,0,4,1,6,1,2,3,0,0,0,0,10,0,0
10,0,3,7,11,1,5,5,0,0,0,0,13,0,0
13,0,4,11,8,4,11,4,0,0,0,0,12,0,0
17,0,0,0,5,4,9,5,0,0,0,0,17,0,0
6,0,3,11,8,2,2,1,0,0,0,0,12,0,0
7,0,3,9,12,0,4,0,0,0,2,0,14,0,1
2,0,4,9,12,2,0,3,0,0,0,0,12,0,0
9,0,2,15,9,1,1,3,0,0,0,0,15,0,0
6,0,4,7,11,1,4,1,0,0,0,0,12,0,0
10,4,3,12,13,1,5,1,0,0,0,0,17,0,0
19,0,0,8,10,4,8,5,0,0,0,0,12,0,0
6,0,3,11,8,1,2,1,0,0,0,0,12,0,0
10,0,3,12,13,2,8,3,1,0,0,0,12,15,0
6,0,2,9,12,2,5,3,0,0,0,0,11,0,0
4,0,2,1,6,3,2,1,4,0,0,0,12,0,0
6,0,7,14,14,6,5,0,0,0,31,0,19,0,1
1,0,5,15,9,2,3,3,0,0,0,0,10,0,0
9,0,4,11,8,1,0,5,0,0,0,0,11,0,0
5,0,3,15,9,1,2,5,0,0,0,0,15,0,0
11,0,3,15,9,3,2,3,4,0,0,0,10,0,0
12,0,3,15,9,1,8,5,4,0,0,0,12,0,0
23,8,2,11,8,4,14,3,0,0,0,0,6,0,0
20,0,0,9,12,1,8,3,0,0,0,0,0,0,0
7,0,6,11,8,0,10,0,0,0,0,0,12,0,1
8,0,1,9,12,2,4,3,0,0,0,0,11,0,0
18,2,2,11,8,0,8,0,0,0,6,0,12,41,1
12,0,1,1,6,2,2,3,0,0,0,0,9,0,0
1,3,0,2,7,2,2,1,0,0,0,0,9,0,0
7,0,5,7,11,2,0,5,0,0,0,0,14,0,0
1,0,6,15,9,2,8,1,0,0,0,12,12,12,0
1,0,1,11,8,2,2,1,0,0,0,0,3,0,0
9,0,2,15,9,1,3,5,0,0,0,11,12,0,0
4,0,2,11,8,2,3,3,0,0,0,0,12,0,0
4,0,3,11,8,0,5,0,4,0,0,0,12,0,0
9,5,8,14,14,1,5,5,0,0,0,0,12,0,0
4,0,6,6,4,1,7,5,4,0,0,0,12,0,0
6,0,2,11,8,0,7,0,3,0,0,0,12,29,0
1,0,4,7,11,2,3,1,0,0,0,0,6,0,0
6,0,1,9,12,1,4,5,0,0,0,0,12,4,0
7,0,0,15,9,1,4,5,0,0,0,0,12,0,0
8,0,1,11,8,1,2,5,0,0,0,0,15,0,0
11,0,3,15,9,4,8,5,0,0,0,0,12,0,0
5,0,3,9,12,0,5,0,0,0,2,0,15,0,1
20,1,5,11,8,4,2,4,0,0,0,0,6,0,0
9,0,0,7,11,1,8,5,0,0,0,0,12,0,0
9,0,2,11,8,4,10,3,0,0,4,0,19,0,1
12,1,4,1,6,0,4,0,0,0,0,0,9,0,1
1,0,1,11,8,2,3,1,1,0,0,0,7,15,0
12,5,0,15,9,1,4,3,0,0,0,0,12,0,0
1,8,7,15,9,2,14,1,4,0,0,0,12,0,0
9,0,4,11,8,1,3,5,0,0,0,0,12,0,0
10,0,2,8,10,0,0,0,0,0,0,12,10,0,1
6,3,8,11,8,1,8,5,4,0,0,0,10,0,0
1,0,4,11,8,2,8,1,0,0,0,0,4,0,0
2,0,5,9,12,2,3,3,0,0,0,0,12,0,0
13,4,7,12,13,2,5,1,0,0,0,0,12,0,0
6,4,1,9,12,0,5,0,0,0,0,0,15,0,0
9,8,7,8,10,0,14,0,0,0,0,0,6,13,0
10,0,1,9,12,2,3,1,0,0,0,0,12,0,0
2,0,3,9,12,2,2,1,0,0,0,0,6,0,0
3,1,4,11,8,0,2,0,0,0,0,10,6,0,0
9,0,4,15,9,1,8,5,4,0,0,0,11,0,0
12,0,6,2,7,3,8,1,4,0,0,0,12,0,0
6,0,7,9,12,2,5,3,0,0,3,0,14,0,1
3,0,3,12,13,2,4,1,0,0,0,0,12,0,0
6,0,6,6,4,1,2,5,0,0,0,0,12,0,0
9,0,1,11,8,4,7,1,0,0,0,0,9,0,0
12,0,2,5,3,0,11,0,4,0,0,0,4,0,0
1,0,2,15,9,2,5,1,0,0,0,0,12,0,0
14,3,3,11,8,2,8,5,0,0,0,0,6,0,0
8,0,6,11,8,2,8,5,4,0,0,0,12,0,0
10,0,2,4,2,0,7,0,1,0,0,13,22,41,0
2,0,6,15,9,2,2,1,0,0,0,0,9,0,0
0,8,1,0,5,2,14,1,0,0,0,0,12,0,0
9,0,3,9,12,1,5,3,0,0,0,0,12,0,0
8,0,1,15,9,1,4,5,0,0,0,3,12,0,0
9,0,0,15,9,0,5,0,0,0,0,0,7,41,0
13,0,1,11,8,2,1,3,3,0,0,0,12,41,0
9,0,3,11,8,5,1,5,0,0,0,0,12,0,0
12,0,2,9,12,1,8,5,0,0,0,0,19,41,0
2,0,2,9,12,2,4,3,4,0,0,0,12,0,0
2,0,1,0,5,2,2,1,0,0,0,0,12,0,0
1,0,1,11,8,2,3,1,0,0,0,0,6,0,0
9,0,7,15,9,1,4,3,0,0,0,0,12,0,0
10,0,4,8,10,1,4,3,0,0,0,0,13,0,0
3,0,3,15,9,2,8,1,0,0,1,0,16,24,0
9,0,2,9,12,2,5,3,0,0,0,0,14,0,0
2,0,3,11,8,2,3,5,0,0,0,0,12,0,0
4,0,12,9,12,1,4,3,0,0,0,0,12,0,0
3,3,0,12,13,2,0,3,0,0,0,0,12,12,0
5,2,4,11,8,1,8,5,0,0,0,0,12,0,0
12,0,7,11,8,1,8,5,0,0,0,0,12,0,0
16,0,5,11,8,3,2,3,0,0,0,0,11,0,0
4,0,4,8,10,2,7,3,0,0,0,10,13,0,0
7,0,1,15,9,1,8,5,0,0,0,0,12,0,0
4,0,2,12,13,1,5,3,0,0,0,0,15,0,0
11,0,4,13,0,2,3,5,4,0,0,0,12,28,0
7,8,4,7,11,0,14,0,0,0,1,0,3,0,1
12,3,3,11,8,0,8,0,0,0,0,0,12,0,1
13,8,5,4,2,4,14,5,4,0,0,0,9,0,0
17,0,2,15,9,4,11,5,0,0,0,0,12,0,0
4,0,3,11,8,2,2,1,0,0,0,0,12,0,0
1,0,0,15,9,2,8,1,0,0,0,0,6,0,0
6,3,2,15,9,0,0,0,0,0,0,0,12,0,0
12,1,6,8,10,1,4,3,0,0,0,0,15,0,0
6,0,4,15,9,0,5,0,0,0,0,0,12,0,1
14,0,4,11,8,1,3,3,0,0,0,0,12,0,0
12,0,1,11,8,1,3,1,0,0,0,0,12,0,0
8,0,1,11,8,1,2,5,4,0,0,0,10,0,0
6,0,2,0,5,2,2,5,4,0,0,0,12,18,0
2,0,4,15,9,2,2,5,0,0,0,0,11,0,0
7,0,1,7,11,0,5,0,0,0,0,0,9,0,1
5,0,5,9,12,2,5,5,0,0,0,0,11,0,0
9,0,3,15,9,1,8,5,0,0,0,1,12,0,0
3,4,1,9,12,2,8,3,0,0,0,0,12,0,0
2,0,1,0,5,2,1,3,0,0,0,0,12,0,0
7,0,5,8,10,5,3,5,4,0,0,0,10,0,0
13,3,3,15,9,2,5,5,0,0,0,0,12,0,0
11,0,4,4,2,3,3,5,0,0,0,0,12,20,0
4,0,1,12,13,2,3,1,0,0,0,0,12,0,0
4,0,4,15,9,2,0,1,0,0,0,0,11,0,0
4,0,2,8,10,2,8,3,0,0,0,0,12,0,0
22,0,1,15,9,4,3,3,1,0,0,0,11,0,0
1,0,4,5,3,2,7,4,0,0,0,0,19,20,0
9,0,3,9,12,2,8,1,0,0,0,0,10,0,0
7,4,4,9,12,0,5,0,0,0,0,0,9,0,1
4,0,1,11,8,2,7,5,0,0,0,0,12,31,0
16,0,4,11,8,3,3,3,0,0,0,0,10,0,0
4,0,5,9,12,2,8,3,0,0,0,0,15,0,0
16,8,0,15,9,4,14,3,4,0,0,0,12,0,0
9,0,3,15,9,1,0,5,0,0,0,0,9,0,0
1,1,4,15,9,2,2,1,0,0,0,0,7,0,0
19,8,4,11,8,1,14,3,0,0,0,0,1,0,0
8,4,15,15,9,1,4,5,4,0,0,0,14,0,0
7,0,5,11,8,2,6,5,0,0,1,0,12,32,0
10,0,3,15,9,1,8,3,0,0,0,0,12,0,0
3,0,0,11,8,1,3,3,0,0,0,0,11,0,0
11,4,3,9,12,1,5,5,0,0,0,0,13,0,0
12,0,4,15,9,1,8,5,0,0,0,0,12,0,0
11,4,5,9,12,2,5,3,4,0,0,0,12,0,0
4,0,6,8,10,2,4,3,0,0,0,0,12,0,0
3,1,1,11,8,2,3,5,1,0,0,0,12,0,0
3,0,2,15,9,2,8,1,0,0,0,0,12,0,0
14,0,5,11,8,2,8,4,0,0,0,0,12,0,0
5,0,3,1,6,0,3,0,0,0,0,0,6,0,0
11,0,5,9,12,1,1,3,4,0,0,0,12,0,0
13,0,2,15,9,4,2,5,4,0,0,0,12,41,0
6,0,6,9,12,2,4,3,0,0,0,0,12,0,0
10,0,3,11,8,4,11,1,4,0,0,0,7,0,0
5,0,6,7,11,1,3,5,0,0,0,5,14,0,0
15,0,6,11,8,1,5,3,0,0,0,0,15,0,0
1,0,0,15,9,2,2,1,0,0,0,0,12,0,0
2,0,4,15,9,2,8,1,0,0,0,0,12,32,0
7,8,2,11,8,1,14,3,1,0,0,0,13,41,0
6,0,3,9,12,2,4,4,1,0,0,0,12,15,0
5,0,2,11,8,2,4,5,0,0,0,0,12,0,0
12,0,0,15,9,1,8,3,0,0,0,0,12,0,0
4,0,9,15,9,2,8,3,0,0,0,0,12,0,0
1,8,5,15,9,2,14,1,0,0,0,0,2,0,0
9,0,2,11,8,1,1,4,0,0,0,0,12,19,0
0,2,2,11,8,2,9,1,0,0,0,0,2,0,0
8,0,3,15,9,2,8,1,0,0,0,0,12,0,0
1,0,3,15,9,2,8,1,0,0,0,0,4,0,0
19,0,2,0,5,1,2,3,0,0,0,0,4,0,0
10,0,3,11,8,0,4,0,1,0,0,0,12,41,1
15,1,4,15,9,0,4,0,0,0,0,0,19,0,0
7,0,3,11,8,1,3,3,0,0,0,0,12,0,0
15,0,2,15,9,1,8,3,0,0,0,0,14,5,0
10,4,1,9,12,1,5,1,0,0,0,0,19,0,0
6,4,3,9,12,2,4,3,0,0,0,0,13,0,0
2,0,2,9,12,2,4,1,0,0,0,0,12,0,0
2,8,4,15,9,2,14,1,0,0,0,10,9,0,0
1,0,4,15,9,2,3,1,0,0,0,0,6,0,0
10,4,4,12,13,2,0,3,4,0,2,0,14,0,1
16,0,2,8,10,1,8,3,4,0,0,0,10,0,0
6,0,2,11,8,0,7,0,0,0,0,0,14,0,1
1,0,15,15,9,2,0,1,0,0,0,0,4,0,0
2,0,7,8,10,2,3,3,4,0,0,0,7,0,0
16,0,1,5,3,0,7,0,0,0,1,0,13,4,0
1,5,0,15,9,2,2,3,0,0,0,0,10,0,0
10,0,2,15,9,1,5,5,0,0,0,0,11,0,0
9,0,4,11,8,1,2,3,0,0,0,0,12,0,0
20,0,3,15,9,2,2,3,0,0,0,0,19,0,0
1,8,3,1,6,2,14,1,0,0,0,0,9,0,0
13,4,3,10,15,0,5,0,0,0,0,0,12,0,1
2,0,3,8,10,2,8,1,0,0,0,0,12,0,0
19,0,3,11,8,1,3,3,0,0,0,0,6,0,0
7,0,4,11,8,1,2,1,0,0,0,0,15,0,0
1,5,3,15,9,2,2,1,0,0,0,0,7,0,0
3,0,3,15,9,2,8,3,0,0,0,0,12,0,0
14,0,4,9,12,1,8,3,0,0,0,0,12,0,0
6,0,2,15,9,1,2,3,0,0,0,0,10,0,0
3,0,3,9,12,2,3,3,0,0,0,0,12,0,0
7,0,3,9,12,0,3,0,0,0,0,0,9,0,1
10,5,4,12,13,2,4,3,0,0,0,0,12,0,0
4,0,3,8,10,0,8,0,1,0,0,0,12,7,0
4,0,4,15,9,1,7,5,4,0,0,0,7,0,0
13,0,1,11,8,1,3,3,0,0,0,0,12,0,0
1,0,1,15,9,2,2,4,0,0,0,0,10,0,0
7,0,3,11,8,2,8,3,0,0,1,0,12,0,0
2,0,1,7,11,2,8,3,0,0,0,0,12,0,0
0,0,6,2,7,2,3,1,0,0,0,0,6,0,0
14,5,0,11,8,4,4,3,0,0,0,0,12,0,0
20,0,2,11,8,4,3,4,0,0,0,0,4,0,0
3,0,0,2,7,0,11,0,3,0,0,0,12,24,0
1,8,1,11,8,0,14,0,0,0,0,0,14,0,0
0,0,3,0,5,2,3,1,0,0,0,0,3,0,0
7,0,2,11,8,3,1,5,0,0,0,0,12,0,0
0,0,4,1,6,2,3,1,0,0,0,10,3,0,0
2,0,2,15,9,2,3,1,4,0,0,0,6,0,0
5,0,3,11,8,2,6,1,4,0,0,0,10,0,0
5,0,5,11,8,1,8,5,4,0,0,0,19,0,0
4,0,6,2,7,2,3,5,4,0,0,0,12,0,0
0,0,8,1,6,2,8,1,0,0,0,0,10,0,0
2,8,2,15,9,2,14,1,0,0,0,0,10,0,0
7,0,20,11,8,0,4,0,0,0,0,0,12,0,1
12,0,3,12,13,0,5,0,0,0,0,0,15,0,1
0,0,1,15,9,2,3,1,0,0,0,0,6,0,0
5,0,1,15,9,4,4,5,0,0,0,0,9,0,0
3,5,2,9,12,0,4,0,0,0,0,0,11,0,0
16,8,2,15,9,2,14,3,4,0,0,0,12,0,0
4,5,4,12,13,2,5,5,1,0,0,0,6,27,0
21,0,1,8,10,4,11,3,0,0,0,0,12,0,0
13,1,7,11,8,3,2,5,0,0,0,0,6,0,0
10,4,2,11,8,0,2,0,4,0,0,0,11,18,1
1,0,7,1,6,2,0,1,0,0,0,0,10,0,0
9,0,2,11,8,3,7,3,0,0,0,0,12,0,0
7,0,2,2,7,0,3,0,1,0,0,0,10,41,0
0,0,3,1,6,2,3,1,0,0,0,0,9,0,0
0,0,3,15,9,2,2,1,0,0,0,0,7,0,0
12,0,3,11,8,0,7,0,4,0,0,0,12,0,0
6,0,2,8,10,2,5,3,0,0,0,0,6,0,0
1,0,7,9,12,2,2,1,0,0,0,0,6,0,0
1,0,3,8,10,2,3,3,4,0,0,0,10,0,0
7,0,1,1,6,1,6,3,0,0,0,0,12,0,0
4,0,4,15,9,1,8,3,4,0,0,0,12,0,0
2,0,3,11,8,0,3,0,0,0,0,0,12,0,0
0,0,2,1,6,2,2,1,0,0,0,0,6,0,0
8,0,1,11,8,2,10,3,0,0,0,0,12,0,0
7,0,8,9,12,0,4,0,0,0,0,0,12,0,0
2,0,3,9,12,2,5,3,0,0,2,0,12,0,1
16,0,8,7,11,1,11,4,0,0,0,0,12,41,0
0,8,1,11,8,2,14,1,0,0,0,0,19,0,0
11,0,2,15,9,2,2,3,4,0,0,0,10,6,0
5,0,0,11,8,2,8,5,0,0,0,0,12,0,0
6,0,1,6,4,3,8,5,0,0,0,0,11,0,0
10,0,3,15,9,4,4,3,4,0,0,0,12,0,0
17,1,0,5,3,4,2,3,0,0,0,0,21,0,0
5,0,3,11,8,2,3,5,4,0,0,0,7,0,0
10,5,3,12,13,2,8,3,4,0,0,0,16,0,0
19,0,3,15,9,1,4,3,0,0,0,0,12,0,0
7,5,0,15,9,1,8,5,0,0,0,0,4,0,0
9,0,5,4,2,0,9,0,0,0,0,0,12,20,0
3,5,2,12,13,2,5,3,0,0,0,0,6,0,0
1,0,1,11,8,2,1,1,0,0,0,0,12,0,0
1,0,4,15,9,2,3,1,0,0,0,0,7,0,0
11,3,6,14,14,3,5,5,0,0,0,0,12,5,1
9,5,3,11,8,1,8,3,4,0,0,0,7,0,0
12,0,5,11,8,1,1,3,0,0,0,0,14,0,0
10,0,3,7,11,1,5,5,0,0,1,0,11,0,0
2,0,8,6,4,2,7,4,0,0,0,0,12,20,0
12,5,1,10,15,1,5,3,0,0,4,0,19,0,1
1,0,4,11,8,2,2,3,0,0,0,0,12,0,0
1,5,2,15,9,2,3,1,4,0,0,10,3,0,0
1,0,5,15,9,2,0,1,0,0,0,0,7,0,0
22,0,6,8,10,4,8,3,0,0,0,0,6,29,0
5,0,5,15,9,2,4,3,0,0,0,0,12,0,0
16,0,4,15,9,4,3,5,0,0,0,0,8,0,0
16,0,1,15,9,2,8,3,0,0,0,0,11,0,0
2,0,7,11,8,0,3,0,0,0,0,0,12,0,0
7,1,0,11,8,0,3,0,0,0,2,0,12,0,1
15,0,1,11,8,2,8,3,0,0,0,0,12,0,0
1,0,2,15,9,2,2,1,0,0,0,0,19,0,0
0,0,3,15,9,2,2,1,0,0,0,0,9,0,0
15,8,6,0,5,0,14,0,0,0,0,0,12,0,0
13,0,1,11,8,0,8,0,0,0,0,0,6,0,0
6,0,4,9,12,1,3,3,0,0,0,0,12,0,0
1,0,3,15,9,2,8,1,4,0,0,0,6,0,0
7,0,2,11,8,0,2,0,0,0,0,0,4,0,1
15,0,3,9,12,2,4,3,0,0,0,0,14,0,1
9,0,2,15,9,0,8,0,0,0,0,0,10,0,0
7,4,5,7,11,0,5,0,4,0,31,0,12,41,1
1,0,3,11,8,5,4,4,0,0,0,0,19,0,0
6,4,4,11,8,2,8,3,4,0,0,0,11,0,0
9,0,4,11,8,1,2,5,0,0,0,0,12,0,0
8,5,2,9,12,2,4,3,0,0,0,0,14,0,0
9,4,2,12,13,0,5,0,0,0,0,0,11,0,1
3,0,3,15,9,5,8,1,4,0,0,0,6,0,0
2,0,4,9,12,2,5,1,0,0,0,0,1,0,0
9,0,3,11,8,2,2,3,0,0,0,0,20,0,0
13,5,2,11,8,4,8,5,0,0,0,0,12,0,0
4,0,4,11,8,2,4,3,0,0,0,0,11,0,0
5,0,3,15,9,1,2,5,0,0,0,0,10,0,0
8,0,2,11,8,2,7,3,0,0,0,0,2,0,0
5,0,8,0,5,3,2,5,0,0,0,0,12,0,0
6,0,3,0,5,3,2,5,0,0,0,0,11,0,0
6,0,4,9,12,2,4,3,0,0,0,0,12,0,0
3,0,4,11,8,2,3,5,0,0,0,0,10,0,0
11,0,3,11,8,1,4,5,4,0,0,0,12,0,1
2,8,3,11,8,2,14,1,0,0,0,0,12,0,0
18,0,3,9,12,1,5,3,0,0,0,0,10,0,0
4,5,2,15,9,2,2,1,0,0,0,0,12,0,0
13,0,1,15,9,0,3,0,0,0,0,0,16,4,1
16,1,4,7,11,5,4,3,0,0,0,0,28,0,0
11,8,6,8,10,1,14,3,0,0,0,0,12,0,0
6,0,0,7,11,2,2,5,2,0,0,0,12,0,0
12,0,3,5,3,0,7,0,0,0,0,0,12,39,0
0,0,5,1,6,2,5,1,0,0,0,0,0,0,0
4,0,4,11,8,2,8,1,0,0,0,0,12,0,0
1,0,2,15,9,2,3,1,4,0,0,0,6,0,0
2,0,8,9,12,2,4,4,0,0,0,0,12,0,0
12,0,2,11,8,4,8,5,0,0,0,0,12,0,0
